Date,Temp,Dew Point,Relative Humidity,Wind Direction ,Windspeed,Pressure at the Station
8/21/2017 4:00,7.2,6,92,19,3,96.88
8/21/2017 5:00,7.4,6.3,93,20,6,96.91
8/21/2017 6:00,7.4,5.9,90,17,4,96.92
8/21/2017 7:00,8.2,6.3,88,20,5,96.96
8/21/2017 8:00,9.2,6.4,82,19,4,96.99
8/21/2017 9:00,10.9,7.2,78,15,2,96.99
8/21/2017 10:00,12.2,7.6,74,7,2,96.99
8/21/2017 11:00,15.9,8.2,60,10,1,97.01
8/21/2017 12:00,16.7,7.8,56,9,2,97.02
8/21/2017 13:00,18.2,5.2,42,7,2,97.01
8/21/2017 14:00,20.2,7.3,43,12,1,96.98
8/21/2017 15:00,21.2,4.8,34,22,5,96.96
8/21/2017 16:00,21.8,4,31,18,7,96.94
8/21/2017 17:00,21.5,4.2,32,19,5,96.94
8/21/2017 18:00,19.6,6,41,22,4,96.92
8/21/2017 19:00,17.2,10.2,64,29,2,96.91
8/21/2017 20:00,15.3,10.1,71,27,3,96.92
8/21/2017 21:00,13.8,9.3,74,32,1,96.92
8/21/2017 22:00,13.3,9.7,79,36,2,96.92
8/21/2017 23:00,12.5,9.4,81,35,3,96.91
8/22/2017 0:00,12.7,9.4,81,36,2,96.9
8/22/2017 1:00,12.5,9.3,81,,0,96.92
8/22/2017 2:00,11.8,9.3,84,,0,96.91
8/22/2017 3:00,11.2,9,86,,0,96.91
8/22/2017 4:00,10.8,9.1,89,24,2,96.93
8/22/2017 5:00,9.4,8,91,0,1,96.93
8/22/2017 6:00,11.3,9,86,30,1,96.92
8/22/2017 7:00,13,10,82,19,3,96.9
8/22/2017 8:00,14.6,10.6,77,12,1,96.88
8/22/2017 9:00,16.9,10.3,65,21,3,96.87
8/22/2017 10:00,18.9,10.4,57,22,2,96.83
8/22/2017 11:00,21.1,10.5,51,14,5,96.78
8/22/2017 12:00,23,10.5,45,9,5,96.7
8/22/2017 13:00,24.8,7,32,16,11,96.65
8/22/2017 14:00,25.5,7.3,31,15,9,96.59
8/22/2017 15:00,25.5,8.2,33,17,7,96.51
8/22/2017 16:00,25.8,8.5,33,11,6,96.44
8/22/2017 17:00,25.1,9.1,36,14,4,96.39
8/22/2017 18:00,24,9.8,41,8,7,96.31
8/22/2017 19:00,22.6,10.2,45,7,5,96.25
8/22/2017 20:00,21.1,10.4,50,5,3,96.22
8/22/2017 21:00,20.3,10.4,53,5,4,96.17
8/22/2017 22:00,19.9,10.6,55,7,6,96.1
8/22/2017 23:00,15.7,10.8,73,24,5,96.08
8/23/2017 0:00,17,11.3,69,15,3,96.04
8/23/2017 1:00,16.9,11.3,69,16,6,96.01
8/23/2017 2:00,15.9,11.2,74,15,5,96
8/23/2017 3:00,15.2,11.4,78,7,1,95.96
8/23/2017 4:00,13.1,10.9,86,8,1,96.01
8/23/2017 5:00,12,9.7,86,24,3,96.03
8/23/2017 6:00,13,10.6,85,20,6,96.08
8/23/2017 7:00,14.4,11.1,81,19,6,96.08
8/23/2017 8:00,18.2,12.6,70,13,1,96.09
8/23/2017 9:00,20.2,12.1,60,15,4,96.12
8/23/2017 10:00,22.9,9.6,43,32,4,96.12
8/23/2017 11:00,23.5,7.3,35,33,3,96.13
8/23/2017 12:00,24.1,7.6,35,16,8,96.1
8/23/2017 13:00,23.9,7.1,34,15,5,96.08
8/23/2017 14:00,22.1,8,40,34,17,96.08
8/23/2017 15:00,20.8,9.1,47,35,14,96.1
8/23/2017 16:00,21.3,8.7,44,36,10,96.14
8/23/2017 17:00,21.2,8.6,44,36,5,96.13
8/23/2017 18:00,20.7,7.2,42,36,6,96.12
8/23/2017 19:00,18.6,8.5,52,35,5,96.13
8/23/2017 20:00,15.3,10,71,28,2,96.16
8/23/2017 21:00,14.2,9.3,72,25,5,96.2
8/23/2017 22:00,12.4,8.9,79,29,1,96.21
8/23/2017 23:00,11.3,8.2,81,,0,96.22
8/24/2017 0:00,10.2,7.9,86,26,1,96.25
8/24/2017 1:00,9.3,7.2,87,32,2,96.25
8/24/2017 2:00,8.5,6.5,87,22,3,96.27
8/24/2017 3:00,8,6.1,88,29,2,96.27
8/24/2017 4:00,6.8,5,88,30,2,96.28
8/24/2017 5:00,7.1,6.2,94,17,3,96.32
8/24/2017 6:00,7.9,7.3,96,0,1,96.34
8/24/2017 7:00,8.6,7.8,94,18,2,96.33
8/24/2017 8:00,10,8.2,89,14,3,96.3
8/24/2017 9:00,11.9,8.5,80,18,6,96.31
8/24/2017 10:00,13.2,8.7,74,18,7,96.27
8/24/2017 11:00,15.9,8.6,62,22,6,96.23
8/24/2017 12:00,16.4,7.4,55,11,4,96.2
8/24/2017 13:00,17,6.4,50,9,4,96.23
8/24/2017 14:00,17,6.3,49,8,3,96.21
8/24/2017 15:00,18.4,4.5,40,7,6,96.16
8/24/2017 16:00,19.4,4.2,37,19,6,96.13
8/24/2017 17:00,18.5,5.1,42,12,3,96.12
8/24/2017 18:00,17.9,7.2,50,15,3,96.08
8/24/2017 19:00,17.3,9,58,19,4,96.09
8/24/2017 20:00,15.5,10.2,71,25,6,96.06
8/24/2017 21:00,14,9.8,76,18,1,96.08
8/24/2017 22:00,13.7,7.2,65,31,4,96.08
8/24/2017 23:00,11.2,6.5,73,35,2,96.13
8/25/2017 0:00,12.7,5.3,61,33,5,96.15
8/25/2017 1:00,12.9,4.1,55,33,6,96.17
8/25/2017 2:00,11.3,3.8,60,30,5,96.21
8/25/2017 3:00,11.6,4.1,60,28,5,96.18
8/25/2017 4:00,10,6.2,77,20,3,96.22
8/25/2017 5:00,10.5,5.7,72,23,5,96.23
8/25/2017 6:00,13.1,5.2,59,28,8,96.21
8/25/2017 7:00,15,4.3,49,30,13,96.2
8/25/2017 8:00,15.9,3.7,44,30,13,96.19
8/25/2017 9:00,17.7,2.8,37,30,21,96.18
8/25/2017 10:00,18.4,2.4,34,31,23,96.17
8/25/2017 11:00,19.4,1.8,31,30,18,96.18
8/25/2017 12:00,20.2,2.3,31,30,13,96.18
8/25/2017 13:00,20.8,1.9,29,30,17,96.19
8/25/2017 14:00,21.2,1.3,27,31,17,96.19
8/25/2017 15:00,21.5,1.2,26,33,13,96.18
8/25/2017 16:00,21.7,1.5,26,32,8,96.2
8/25/2017 17:00,21.2,1.7,27,34,6,96.2
8/25/2017 18:00,20.4,3,32,33,4,96.21
8/25/2017 19:00,17.8,6.5,48,29,2,96.23
8/25/2017 20:00,14.1,7.9,67,28,3,96.26
8/25/2017 21:00,12.4,7.7,73,23,3,96.29
8/25/2017 22:00,10.4,6.9,79,29,2,96.33
8/25/2017 23:00,9.9,6.6,80,20,2,96.35
8/26/2017 0:00,8,4.7,80,26,5,96.35
8/26/2017 1:00,9,7.4,89,21,5,96.36
8/26/2017 2:00,8.4,7,91,19,7,96.36
8/26/2017 3:00,8.6,6.3,85,21,8,96.36
8/26/2017 4:00,8.4,5.7,83,21,6,96.36
8/26/2017 5:00,7.3,5.6,89,19,7,96.38
8/26/2017 6:00,7.3,5.7,89,22,8,96.4
8/26/2017 7:00,7.7,5.6,87,21,4,96.38
8/26/2017 8:00,9.6,5.9,78,19,9,96.43
8/26/2017 9:00,12.9,5.8,62,17,5,96.41
8/26/2017 10:00,15.1,6.8,58,17,7,96.41
8/26/2017 11:00,17.7,7.1,50,16,4,96.38
8/26/2017 12:00,21.8,4.5,32,13,6,96.34
8/26/2017 13:00,22.4,4.6,31,15,7,96.32
8/26/2017 14:00,23.5,4.3,29,22,13,96.26
8/26/2017 15:00,24.4,3.3,25,22,11,96.24
8/26/2017 16:00,23.2,4,29,20,7,96.23
8/26/2017 17:00,23.6,5.5,31,23,7,96.23
8/26/2017 18:00,19.6,5.9,41,35,11,96.26
8/26/2017 19:00,14.9,11.4,80,18,8,96.39
8/26/2017 20:00,14.8,8.7,67,36,12,96.52
8/26/2017 21:00,12.3,8.5,78,0,1,96.57
8/26/2017 22:00,11.3,9.5,89,30,2,96.62
8/26/2017 23:00,11.6,9.5,87,29,3,96.63
8/27/2017 0:00,10.5,9.3,92,29,2,96.72
8/27/2017 1:00,11.6,9.6,88,2,1,96.73
8/27/2017 2:00,10.5,9.2,92,24,3,96.79
8/27/2017 3:00,9.3,7.9,91,20,2,96.84
8/27/2017 4:00,9.3,8.5,95,20,7,96.87
8/27/2017 5:00,7.9,7.1,95,18,4,96.92
8/27/2017 6:00,7.9,7.2,95,21,8,96.98
8/27/2017 7:00,10.1,7.9,86,20,8,97.02
8/27/2017 8:00,11.7,8.4,80,13,4,97.03
8/27/2017 9:00,14,8.1,68,16,6,97.04
8/27/2017 10:00,16.6,4.7,45,17,8,97.01
8/27/2017 11:00,18.8,-1.5,25,28,15,96.99
8/27/2017 12:00,19.7,-1.5,24,28,14,96.96
8/27/2017 13:00,20.5,-2.4,21,26,17,96.93
8/27/2017 14:00,20.9,-2.2,21,28,15,96.91
8/27/2017 15:00,21.4,-3.5,19,26,8,96.88
8/27/2017 16:00,21.1,-2.3,21,29,9,96.87
8/27/2017 17:00,20.4,-1.3,23,32,8,96.88
8/27/2017 18:00,19.2,-0.7,26,30,6,96.89
8/27/2017 19:00,17.1,0.1,32,31,4,96.92
8/27/2017 20:00,12.1,4.8,61,33,3,96.97
8/27/2017 21:00,9.7,4.8,71,25,3,97.03
8/27/2017 22:00,9.6,3.8,67,20,7,97.06
8/27/2017 23:00,9.4,4.2,70,17,5,97.08
8/28/2017 0:00,8.1,3.8,75,24,7,97.11
8/28/2017 1:00,7.3,4.6,83,20,10,97.14
8/28/2017 2:00,6.7,4.3,85,19,9,97.18
8/28/2017 3:00,6,3.7,85,19,9,97.22
8/28/2017 4:00,5.6,3.1,84,19,7,97.26
8/28/2017 5:00,4.9,3,88,19,2,97.3
8/28/2017 6:00,5.1,2.7,85,19,7,97.31
8/28/2017 7:00,6.2,2.3,76,20,12,97.35
8/28/2017 8:00,8.5,3.1,69,20,12,97.36
8/28/2017 9:00,11.7,3.4,57,19,8,97.38
8/28/2017 10:00,14.4,4.4,51,18,9,97.39
8/28/2017 11:00,17.5,2.7,37,20,10,97.37
8/28/2017 12:00,19.2,3.4,35,20,10,97.34
8/28/2017 13:00,20.4,1.1,28,1,4,97.31
8/28/2017 14:00,20.7,0.9,27,22,7,97.28
8/28/2017 15:00,22.2,1.9,26,24,7,97.27
8/28/2017 16:00,21.2,1.3,27,13,5,97.25
8/28/2017 17:00,20.9,1.1,27,9,3,97.24
8/28/2017 18:00,19.2,3.1,34,3,4,97.22
8/28/2017 19:00,17.4,3.3,39,5,4,97.24
8/28/2017 20:00,14.1,5.7,57,1,2,97.28
8/28/2017 21:00,11.2,6,70,33,3,97.32
8/28/2017 22:00,9.4,5.6,77,34,3,97.35
8/28/2017 23:00,8,5.1,82,23,1,97.38
8/29/2017 0:00,7.3,4.5,83,31,2,97.41
8/29/2017 1:00,6.3,3.9,85,1,2,97.4
8/29/2017 2:00,5.2,3,85,30,3,97.42
8/29/2017 3:00,4.5,2.4,86,2,2,97.41
8/29/2017 4:00,3.5,2,90,3,3,97.4
8/29/2017 5:00,3.2,1.6,89,1,4,97.37
8/29/2017 6:00,4.3,2.8,90,21,4,97.37
8/29/2017 7:00,7.2,3.6,78,17,5,97.34
8/29/2017 8:00,9.4,4.1,69,17,7,97.29
8/29/2017 9:00,11.8,5,63,18,8,97.25
8/29/2017 10:00,14.7,4.8,52,20,4,97.19
8/29/2017 11:00,17.8,5,43,18,5,97.09
8/29/2017 12:00,21.3,5.7,36,15,4,96.97
8/29/2017 13:00,23.5,4.1,28,14,12,96.85
8/29/2017 14:00,24.1,4.3,28,15,15,96.75
8/29/2017 15:00,24.3,4.1,27,16,12,96.68
8/29/2017 16:00,24.7,4.3,27,15,10,96.6
8/29/2017 17:00,23.6,5,30,14,9,96.54
8/29/2017 18:00,22.6,5.6,33,12,3,96.49
8/29/2017 19:00,22,6,35,14,6,96.44
8/29/2017 20:00,20.4,6.1,39,16,3,96.37
8/29/2017 21:00,19.3,5.9,41,19,5,96.32
8/29/2017 22:00,18.6,6.4,45,15,9,96.27
8/29/2017 23:00,17.9,7.2,50,14,7,96.2
8/30/2017 0:00,17,7.9,55,19,7,96.19
8/30/2017 1:00,15.9,8,59,16,4,96.15
8/30/2017 2:00,15.5,7.7,60,14,7,96.08
8/30/2017 3:00,14.4,7.5,63,16,7,96.07
8/30/2017 4:00,12.9,7.3,69,17,5,96.05
8/30/2017 5:00,12.2,7.3,72,17,5,96.01
8/30/2017 6:00,10.1,6.7,79,25,4,96
8/30/2017 7:00,12.5,7.9,74,21,5,95.98
8/30/2017 8:00,13.5,8.5,72,18,3,95.93
8/30/2017 9:00,16.4,8.9,61,14,1,95.88
8/30/2017 10:00,17.7,9.4,58,19,4,95.82
8/30/2017 11:00,20.7,10.2,51,21,2,95.76
8/30/2017 12:00,21.9,10.8,49,11,3,95.69
8/30/2017 13:00,23.3,11.9,48,36,2,95.66
8/30/2017 14:00,23.7,12.4,49,32,5,95.59
8/30/2017 15:00,23.8,13,51,11,3,95.55
8/30/2017 16:00,25.4,11.7,42,24,8,95.53
8/30/2017 17:00,24.6,8,35,25,15,95.51
8/30/2017 18:00,20.9,9.9,49,28,8,95.61
8/30/2017 19:00,19.2,10.2,56,32,3,95.65
8/30/2017 20:00,17.2,11.1,67,2,2,95.63
8/30/2017 21:00,14.4,11.1,81,,0,95.63
8/30/2017 22:00,12.6,10.2,85,25,1,95.65
8/30/2017 23:00,12,10.2,89,19,1,95.67
8/31/2017 0:00,14.3,10.5,78,33,6,95.8
8/31/2017 1:00,13,9.8,81,0,1,95.8
8/31/2017 2:00,13,10.2,83,22,13,95.9
8/31/2017 3:00,11.8,9.6,86,19,5,95.92
8/31/2017 4:00,11.7,9.9,89,19,7,95.98
8/31/2017 5:00,11,9,88,19,4,96.04
8/31/2017 6:00,10.6,8.8,89,18,7,96.09
8/31/2017 7:00,12.1,8,76,19,8,96.14
8/31/2017 8:00,14.6,7.7,63,16,4,96.17
8/31/2017 9:00,18.5,5.8,43,22,9,96.18
8/31/2017 10:00,20.3,2.8,31,26,15,96.2
8/31/2017 11:00,21.6,0.6,25,27,24,96.2
8/31/2017 12:00,21.8,0.1,24,29,23,96.19
8/31/2017 13:00,22.7,-0.3,22,27,20,96.15
8/31/2017 14:00,23.7,-0.2,21,27,19,96.16
8/31/2017 15:00,22.6,-0.3,22,27,20,96.14
8/31/2017 16:00,21.7,0.9,25,29,15,96.13
8/31/2017 17:00,21.9,0.6,24,29,18,96.14
8/31/2017 18:00,20.9,1.4,27,27,14,96.17
8/31/2017 19:00,19.6,0.8,28,30,16,96.21
8/31/2017 20:00,17.3,1.2,34,32,4,96.24
8/31/2017 21:00,16,1.6,38,33,4,96.27
8/31/2017 22:00,12.9,4.5,57,20,8,96.3
8/31/2017 23:00,11.5,4.5,62,24,4,96.33
09/01/2017 00:00,9.6,4.7,71,35,2,96.34
09/01/2017 01:00,8.6,4,73,25,2,96.35
09/01/2017 02:00,7.1,3.6,78,27,5,96.34
09/01/2017 03:00,7.3,4.6,84,20,4,96.37
09/01/2017 04:00,6.5,3.8,83,21,2,96.36
09/01/2017 05:00,6.4,4.5,88,21,5,96.37
09/01/2017 06:00,6.1,3.9,85,24,3,96.37
09/01/2017 07:00,8.3,4.1,74,20,6,96.38
09/01/2017 08:00,10.9,4.9,66,20,6,96.34
09/01/2017 09:00,14.4,5.4,55,19,4,96.33
09/01/2017 10:00,16.9,5.6,47,17,8,96.31
09/01/2017 11:00,21.5,2.4,28,26,12,96.33
09/01/2017 12:00,21.7,2.6,28,30,12,96.35
09/01/2017 13:00,21.3,1.6,27,27,14,96.36
09/01/2017 14:00,22.4,2.4,27,27,16,96.39
09/01/2017 15:00,21.3,2.4,29,30,14,96.42
09/01/2017 16:00,21.3,2.7,29,31,14,96.44
09/01/2017 17:00,21.2,2.5,29,30,13,96.46
09/01/2017 18:00,19.9,3.5,34,31,10,96.48
09/01/2017 19:00,17.7,4.5,42,31,8,96.51
09/01/2017 20:00,15.9,4.7,47,35,7,96.55
09/01/2017 21:00,13.6,4.9,56,32,3,96.55
09/01/2017 22:00,11.4,7,74,15,4,96.58
09/01/2017 23:00,9.9,7.2,84,15,5,96.61
09/02/2017 00:00,8.9,5.7,80,25,2,96.64
09/02/2017 01:00,8.7,6.7,87,20,2,96.66
09/02/2017 02:00,7.8,5.9,88,5,1,96.65
09/02/2017 03:00,7.1,5.5,90,19,4,96.65
09/02/2017 04:00,6.5,4.6,88,18,3,96.63
09/02/2017 05:00,7.1,4.9,86,21,7,96.65
09/02/2017 06:00,7.1,4.7,84,21,11,96.66
09/02/2017 07:00,8,4.6,79,20,9,96.64
09/02/2017 08:00,9,5,76,20,9,96.64
09/02/2017 09:00,10.6,5.8,72,20,10,96.64
09/02/2017 10:00,12.3,5.6,64,18,8,96.62
09/02/2017 11:00,14.4,6.8,60,19,6,96.59
09/02/2017 12:00,17.3,5.2,45,17,7,96.57
09/02/2017 13:00,18.2,4.4,40,24,6,96.57
09/02/2017 14:00,18.6,1.3,31,31,5,96.58
09/02/2017 15:00,18.4,2.8,35,35,5,96.59
09/02/2017 16:00,18.2,3.6,38,29,5,96.61
09/02/2017 17:00,18.3,2.2,34,31,6,96.66
09/02/2017 18:00,17.2,3.9,41,30,4,96.72
09/02/2017 19:00,14.6,5.4,54,27,5,96.76
09/02/2017 20:00,12.5,3.4,54,29,7,96.82
09/02/2017 21:00,13.4,2.3,47,30,8,96.9
09/02/2017 22:00,12.1,1.5,48,30,6,96.94
09/02/2017 23:00,12.6,1.8,48,30,10,96.97
09/03/2017 00:00,11.9,1.5,49,30,6,97.03
09/03/2017 01:00,12.5,1.5,47,30,11,97.09
09/03/2017 02:00,11.6,1.3,49,27,10,97.16
09/03/2017 03:00,8.3,1.6,63,32,3,97.21
09/03/2017 04:00,6.7,2.8,77,17,6,97.26
09/03/2017 05:00,5.3,2.6,83,19,6,97.31
09/03/2017 06:00,5.8,2.7,81,20,12,97.38
09/03/2017 07:00,6.8,2.8,75,17,7,97.47
09/03/2017 08:00,9.6,3.3,65,20,11,97.51
09/03/2017 09:00,12.9,4.2,56,16,7,97.56
09/03/2017 10:00,17.4,-1.2,28,31,16,97.58
09/03/2017 11:00,18.4,-1.6,26,29,18,97.62
09/03/2017 12:00,19,-1.7,24,32,15,97.68
09/03/2017 13:00,18.4,-3.2,23,32,17,97.73
09/03/2017 14:00,19.7,-2.3,23,33,12,97.75
09/03/2017 15:00,19.9,-2.2,22,33,7,97.79
09/03/2017 16:00,20,-2.3,22,31,8,97.82
09/03/2017 17:00,19,-2.2,24,35,6,97.84
09/03/2017 18:00,17.8,-0.5,29,2,2,97.86
09/03/2017 19:00,13.6,3.1,49,24,3,97.93
09/03/2017 20:00,11,4.5,64,25,2,97.99
09/03/2017 21:00,8.9,3.9,71,27,4,98.04
09/03/2017 22:00,7.5,3.4,75,30,2,98.09
09/03/2017 23:00,6.5,2.9,78,25,4,98.12
09/04/2017 00:00,6.6,3,78,26,3,98.13
09/04/2017 01:00,6.4,2.8,78,22,3,98.13
09/04/2017 02:00,4.9,2.8,86,0,1,98.12
09/04/2017 03:00,4.3,1.7,83,,0,98.11
09/04/2017 04:00,3.1,1.1,87,29,2,98.05
09/04/2017 05:00,2.5,0.9,89,33,3,98.03
09/04/2017 06:00,2.5,0.3,86,27,3,98.01
09/04/2017 07:00,5.4,1.7,77,21,6,97.97
09/04/2017 08:00,7.8,2.2,68,17,7,97.94
09/04/2017 09:00,10.7,1.6,53,20,4,97.91
09/04/2017 10:00,13.4,2.5,48,18,4,97.87
09/04/2017 11:00,15.6,3.1,43,19,3,97.8
09/04/2017 12:00,18.3,3.2,36,23,4,97.75
09/04/2017 13:00,20.7,3.9,33,12,2,97.71
09/04/2017 14:00,21.7,3.6,30,10,2,97.64
09/04/2017 15:00,23.4,3.1,26,20,3,97.57
09/04/2017 16:00,23.4,4.2,29,0,1,97.48
09/04/2017 17:00,24,5,29,12,2,97.41
09/04/2017 18:00,23.1,4.9,31,13,3,97.36
09/04/2017 19:00,20.1,7,42,11,2,97.3
09/04/2017 20:00,16.9,7.6,54,0,1,97.3
09/04/2017 21:00,14.6,8.2,66,36,2,97.3
09/04/2017 22:00,12.6,8.3,75,30,2,97.3
09/04/2017 23:00,11.4,8,79,27,4,97.3
09/05/2017 00:00,11.1,8.8,86,20,2,97.31
09/05/2017 01:00,10.3,8.4,88,16,2,97.32
09/05/2017 02:00,8.7,6.5,86,25,1,97.33
09/05/2017 03:00,8.4,6.6,88,23,1,97.34
09/05/2017 04:00,7.8,5.4,85,23,1,97.38
09/05/2017 05:00,6.9,5.3,90,30,2,97.38
09/05/2017 06:00,7,5.2,88,0,1,97.38
09/05/2017 07:00,8.7,7.1,90,21,3,97.37
09/05/2017 08:00,10.4,7.5,82,19,4,97.37
09/05/2017 09:00,13.9,8.8,72,19,6,97.36
09/05/2017 10:00,17.1,9.3,60,16,2,97.33
09/05/2017 11:00,20.2,10.1,52,17,2,97.31
09/05/2017 12:00,22.8,7.6,38,16,3,97.28
09/05/2017 13:00,25.4,7.8,33,18,3,97.25
09/05/2017 14:00,25.8,8.3,33,32,2,97.2
09/05/2017 15:00,27.3,9.4,33,16,2,97.12
09/05/2017 16:00,26.2,8.8,33,12,4,97.07
09/05/2017 17:00,25.3,9.5,37,7,3,97.02
09/05/2017 18:00,23.8,12.9,51,0,1,97
09/05/2017 19:00,21.1,13.4,62,34,1,97
09/05/2017 20:00,18.1,13.4,74,30,3,97.02
09/05/2017 21:00,16.5,12.9,80,,0,97.02
09/05/2017 22:00,14.4,11.8,84,33,2,97.02
09/05/2017 23:00,13.2,11.4,88,33,1,97.02
09/06/2017 00:00,12.1,10.4,89,33,2,97.02
09/06/2017 01:00,11.3,9.7,90,30,1,96.99
09/06/2017 02:00,10.3,8.7,90,26,4,96.97
09/06/2017 03:00,9.9,9.2,95,21,4,96.96
09/06/2017 04:00,10.2,9.5,96,17,4,96.95
09/06/2017 05:00,9,8.4,96,,0,96.93
09/06/2017 06:00,7.8,7.3,96,,0,96.93
09/06/2017 07:00,9.1,8.6,97,17,3,96.9
09/06/2017 08:00,10.9,9.6,92,19,6,96.87
09/06/2017 09:00,14.8,10.2,74,16,3,96.86
09/06/2017 10:00,17.9,11,64,18,2,96.83
09/06/2017 11:00,21,11.2,53,16,2,96.77
09/06/2017 12:00,23.3,10.3,44,18,2,96.73
09/06/2017 13:00,24.6,11.1,43,18,5,96.68
09/06/2017 14:00,25.5,9.6,37,20,5,96.61
09/06/2017 15:00,26.5,8.8,33,18,4,96.56
09/06/2017 16:00,27.3,8,30,10,3,96.48
09/06/2017 17:00,27.5,9.9,33,0,1,96.41
09/06/2017 18:00,24.7,11.1,42,,0,96.36
09/06/2017 19:00,20,12.7,63,33,2,96.34
09/06/2017 20:00,17.9,13.7,76,18,3,96.33
09/06/2017 21:00,15.6,12.3,81,35,4,96.29
09/06/2017 22:00,14.9,11.9,83,25,3,96.29
09/06/2017 23:00,13.5,11.3,86,29,2,96.22
09/07/2017 00:00,12.6,10.9,90,,0,96.17
09/07/2017 01:00,11.7,10.5,92,0,1,96.12
09/07/2017 02:00,13,12.1,94,17,4,96.05
09/07/2017 03:00,12.1,10.9,92,22,3,96.02
09/07/2017 04:00,12,11.1,94,20,2,95.95
09/07/2017 05:00,11.9,10.3,90,18,4,95.92
09/07/2017 06:00,11.5,10.2,92,17,2,95.83
09/07/2017 07:00,12.2,10.4,89,11,3,95.81
09/07/2017 08:00,13.2,10.2,82,22,4,95.82
09/07/2017 09:00,14.8,10.6,76,21,7,95.75
09/07/2017 10:00,14.9,9.7,71,19,6,95.75
09/07/2017 11:00,15.3,10.4,72,16,6,95.7
09/07/2017 12:00,18.3,11.3,64,0,1,95.62
09/07/2017 13:00,18.9,12.8,68,18,4,95.57
09/07/2017 14:00,21.5,12.9,58,16,2,95.53
09/07/2017 15:00,21.4,10,48,33,20,95.69
09/07/2017 16:00,20.3,9.2,49,35,16,95.79
09/07/2017 17:00,20.5,8.8,47,35,8,95.86
09/07/2017 18:00,19,8,49,36,4,95.86
09/07/2017 19:00,14.5,10.2,76,28,5,95.91
09/07/2017 20:00,13.9,9.9,77,24,2,95.99
09/07/2017 21:00,13.4,9.5,77,24,4,96.07
09/07/2017 22:00,14.2,7.9,66,24,4,96.11
09/07/2017 23:00,14.4,2.7,45,27,7,96.17
09/08/2017 00:00,12.4,7.3,71,18,6,96.22
09/08/2017 01:00,10.1,5,71,22,3,96.28
09/08/2017 02:00,10.2,5.6,73,21,2,96.32
09/08/2017 03:00,8.4,4.1,74,26,5,96.37
09/08/2017 04:00,8.7,6.1,84,18,5,96.43
09/08/2017 05:00,7.4,4.9,84,20,5,96.46
09/08/2017 06:00,6.7,4.5,86,21,6,96.51
09/08/2017 07:00,8.2,5.4,82,20,8,96.56
09/08/2017 08:00,10.3,6.1,76,19,8,96.59
09/08/2017 09:00,13.1,5.8,61,19,8,96.6
09/08/2017 10:00,16.5,4.5,45,19,8,96.57
09/08/2017 11:00,18.3,4.7,41,18,7,96.54
09/08/2017 12:00,18.7,3,35,12,6,96.49
09/08/2017 13:00,19.9,2.3,31,15,6,96.44
09/08/2017 14:00,20.9,2.2,29,18,4,96.37
09/08/2017 15:00,21.8,1.7,26,28,3,96.32
09/08/2017 16:00,22,2,27,31,4,96.29
09/08/2017 17:00,20.7,2.1,29,4,5,96.25
09/08/2017 18:00,19.2,4.4,38,2,2,96.24
09/08/2017 19:00,16.3,4.7,46,4,3,96.27
09/08/2017 20:00,12.9,6,63,1,2,96.26
09/08/2017 21:00,10.7,5.8,71,36,3,96.26
09/08/2017 22:00,9.7,5.3,74,31,2,96.27
09/08/2017 23:00,8.7,5,78,31,3,96.27
09/09/2017 00:00,8.6,5.4,80,29,4,96.26
09/09/2017 01:00,7.4,4.4,81,33,4,96.25
09/09/2017 02:00,6.3,3.8,84,2,3,96.22
09/09/2017 03:00,5.8,3.3,84,35,3,96.17
09/09/2017 04:00,4.7,2.7,87,31,2,96.13
09/09/2017 05:00,4.3,2.5,88,0,1,96.09
09/09/2017 06:00,5.1,3,87,3,3,96.05
09/09/2017 07:00,6.1,4.1,87,0,1,96.04
09/09/2017 08:00,7.7,5,83,18,2,96
09/09/2017 09:00,10.4,5,69,5,3,95.94
09/09/2017 10:00,13.3,5.9,61,13,4,95.91
09/09/2017 11:00,14.7,5.8,55,21,5,95.85
09/09/2017 12:00,16.6,5.7,49,20,7,95.78
09/09/2017 13:00,16.8,5.9,49,20,4,95.73
09/09/2017 14:00,18.9,6.3,44,22,4,95.67
09/09/2017 15:00,18.5,5.8,43,2,2,95.62
09/09/2017 16:00,18.6,6.6,45,22,4,95.61
09/09/2017 17:00,17.5,8.8,57,0,1,95.59
09/09/2017 18:00,15.9,8.9,63,32,2,95.59
09/09/2017 19:00,14.1,8.9,71,34,1,95.63
09/09/2017 20:00,15.3,7.5,59,28,21,95.7
09/09/2017 21:00,12.6,9.5,81,30,22,95.69
09/09/2017 22:00,12.3,9.6,83,22,9,95.75
09/09/2017 23:00,11.4,9.9,91,15,2,95.87
09/10/2017 00:00,12.4,8.9,79,28,7,95.91
09/10/2017 01:00,12.5,7.7,72,28,9,95.97
09/10/2017 02:00,12.4,7.5,72,30,10,96.02
09/10/2017 03:00,12.1,7.3,73,29,6,96.1
09/10/2017 04:00,11.2,7.3,77,23,8,96.13
09/10/2017 05:00,10.3,7.1,81,25,7,96.17
09/10/2017 06:00,8.5,6.7,89,16,3,96.2
09/10/2017 07:00,9.2,7.5,89,20,9,96.26
09/10/2017 08:00,11.5,8,79,16,5,96.28
09/10/2017 09:00,13.7,6.4,61,19,8,96.31
09/10/2017 10:00,17.6,3.2,38,26,14,96.32
